year|month|branch_id|salary_per_hour
2020|12|2623|135052.91618807006
2020|12|2625|124784.97360553131
2020|12|2626|123551.4825778841
2020|12|2629|111505.47149706515
2020|12|2630|141238.01220575412
2020|12|2631|133406.91121915064
2020|12|2633|176546.74565498842
2020|12|2635|113420.68380833814
2020|12|3092|128712.05291495507
2020|12|11265|72711.51522718677
2020|12|12722|73467.0316695383
